code,employee_name,group,item_code,item_group_name,category,brand,item_name,qty,price,total,i_group
S-01-12-2023-274212,Ayan - 119,B.City,23341,Outfits,Phone Screen Protector,Anank,Anank 2.5D Privacy Glass Screen Protector for iPhone 15 Pro Max,1,1000,1000.0,N|A
S-01-12-2023-274212,Ayan - 119,B.City,23335,Outfits,Phone Cover,Momax,Momax CaseForm PLAY Magnetic Case for iPhone 15 Pro Max - Gray,1,1500,1500.0,N|A
S-01-12-2023-274212,Ayan - 119,B.City,574,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 2Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274212,Ayan - 119,B.City,22880,New Devices,iPhone,Apple,iPhone 15 Pro Max 256GB Natural Titanium Dual Sim (New),1,170000,170000.0,Devices
S-01-12-2023-274209,Mahmud - 337,TS,22864,New Devices,Xiaomi Mobile,Xiaomi,Xiaomi Redmi Note 12 4G 8/256GB INT Onyx Gray (New),1,20200,20200.0,Devices
S-01-12-2023-274208,Abu Sufian - 183,B.City,331,New Devices,MacBook,Apple,Apple MacBook Air 13 M1 8-CPU 7-GPU 8/256GB Space Gray - MGN63 (New),1,100000,100000.0,Devices
S-01-12-2023-274207,Towshik - 245,TS,22936,Speaker / Headphone,Wireless Headphone,OnePlus,OnePlus Bullets Wireless Z2 ANC - Black,1,3700,3700.0,Sound Tech
S-01-12-2023-274206,Safayet - 163,B.City,23453,New Devices,Realme Mobile,Realme,Realme C55 6/64GB Rainy Night (New),1,15300,15000.0,Devices
S-01-12-2023-274205,Rocon - 182,Rupayan L.Tower,3729,Speaker / Headphone,Airpods / Buds / Dots,OnePlus,OnePlus Buds Z2 - Black,1,5500,5500.0,Sound Tech
S-01-12-2023-274204,Mahmud - 337,TS,6983,Outfits,Phone Screen Protector,Joyroom,Joyroom HD Glass Screen Protector for iPhone 14 Pro Max/ 15 Plus,1,850,850.0,N|A
S-01-12-2023-274204,Mahmud - 337,TS,19474,Outfits,Phone Cover,Spigen,Spigen Crystal Flex Case for iPhone 14 Pro Max - Rose Crystal - ACS04638,1,1550,1550.0,N|A
S-01-12-2023-274203,Tanver - 321,TS,6295,New Devices,Google Mobile,Google,Google Pixel 6A 5G 6/128GB Sage (New),1,39500,39400.0,Devices
S-01-12-2023-274202,Zahid - 217,B.City,22061,Outfits,Phone Cover,,Leather Protective Case with MagSafe for iPhone 14 Pro Max - Ink,1,1200,1200.0,N|A
S-01-12-2023-274202,Zahid - 217,B.City,6980,Outfits,Phone Screen Protector,Joyroom,Joyroom Privacy Glass Protector for iPhone 14 Pro Max,1,1100,1100.0,N|A
S-01-12-2023-274202,Zahid - 217,B.City,574,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 2Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274202,Zahid - 217,B.City,6991,New Devices,iPhone,Apple,iPhone 14 Pro Max 128GB Deep Purple e-Sim (New),1,149500,149500.0,Devices
S-01-12-2023-274201,Mehedi - 191,TS,300,Apple Accessories,Power Adapter,Apple,Apple 12W USB Power Adapter (New),1,1600,1600.0,Power Tech
S-01-12-2023-274200,Ashish - 014,TS,7454,Speaker / Headphone,Wired Headphone,KZ,KZ EDX Pro In-Ear Earphone - 3.5mm - Cyan,1,1000,1000.0,Sound Tech
S-01-12-2023-274199,Mehedi - 191,TS,23906,Smart Watch,Smart Watch,Zeblaze,Zeblaze Vibe 7 Lite Smart Watch - Black,1,3100,3100.0,Smart Watch
S-01-12-2023-274196,Mehedi - 191,TS,7600,Speaker / Headphone,Airpods / Buds / Dots,Realme,Realme Buds T100 TWS - Black,1,2650,2650.0,Sound Tech
S-01-12-2023-274194,Omar - 316,S.Shomvar,5603,Power & Smart Tech,Power Adapter,Google,Google 30W Type-C Charger - Non Authorized (New),1,2500,2500.0,Power Tech
S-01-12-2023-274194,Omar - 316,S.Shomvar,7373,New Devices,Google Mobile,Google,Google Pixel 7 8/128GB Lemongrass (New),1,56500,56500.0,Devices
S-01-12-2023-274193,Redoy - 335,TS,5860,Power & Smart Tech,Power Adapter,Samsung,Samsung 45W USB C Wall Charger With Type C Cable 2pin - 5A/1.8M - Black,1,3900,3900.0,Power Tech
S-01-12-2023-274190,Ishmum - 322,TS,20395,Speaker / Headphone,Airpods / Buds / Dots,Qcy,QCY T13 ANC TWS - Black,1,1900,1900.0,Sound Tech
S-01-12-2023-274189,Tanver - 321,TS,20395,Speaker / Headphone,Airpods / Buds / Dots,Qcy,QCY T13 ANC TWS - Black,1,1900,1900.0,Sound Tech
S-01-12-2023-274184,Omar - 316,S.Shomvar,21503,Power & Smart Tech,Casting Device,Xiaomi,Xiaomi TV Box S 2nd Gen 4K,1,5750,5750.0,Smart Tech
S-01-12-2023-274182,Rocon - 182,Rupayan L.Tower,21835,Outfits,Phone Screen Protector,WiWu,WiWU iVista Super Hardness Glass For iPhone 13/13 Pro/14,1,800,800.0,N|A
S-01-12-2023-274182,Rocon - 182,Rupayan L.Tower,22041,Outfits,Phone Cover,,Silicone Protective Case with MagSafe for iPhone 14 - Storm Blue,1,1000,1000.0,N|A
S-01-12-2023-274180,Mehedi - 191,TS,7722,Power & Smart Tech,Power Bank,Baseus,Baseus Magnetic Mini Wireless 20W Power Bank 10000mAh - Black,1,3000,3000.0,Power Tech
S-01-12-2023-274178,Abu Sufian - 183,B.City,20174,Outfits,Phone Screen Protector,Mohave,Mohave Premium Screen Protector film with Installation Box for Galaxy S22 Ultra/ S23 Ultra,1,1500,1500.0,N|A
S-01-12-2023-274178,Abu Sufian - 183,B.City,23263,Outfits,Phone Cover,,Spigen Ultra Hybrid Case for Galaxy S23 Ultra - OEM - Purple,1,1000,1000.0,N|A
S-01-12-2023-274178,Abu Sufian - 183,B.City,1393,Power & Smart Tech,Power Adapter,Samsung,Samsung 25W USB C Wall Charger 3Pin - Black,1,2000,2000.0,Power Tech
S-01-12-2023-274178,Abu Sufian - 183,B.City,19852,New Devices,Samsung Mobile,Samsung,Samsung S23 Ultra 5G 12/256GB Phantom Black Dual Sim SD (New),1,107000,107000.0,Devices
S-01-12-2023-274177,Shawon - 031,B.City,21228,New Devices,Samsung Mobile,Samsung,Samsung A54 5G 8/128GB Awesome Lime (New),1,36000,36000.0,Devices
S-01-12-2023-274170,Rocon - 182,Rupayan L.Tower,6848,Outfits,Macbook Screen Protector,WiWu,WiWu Screen Protector for MacBook Air - 13.6 inch,1,1200,1200.0,N|A
S-01-12-2023-274170,Rocon - 182,Rupayan L.Tower,6846,Outfits,Macbook Cover,WiWu,WiWU iShield Ultra Thin Hard Shell Case for MacBook Air - 13.6 inch - Transparent,1,1850,1850.0,N|A
S-01-12-2023-274170,Rocon - 182,Rupayan L.Tower,21939,New Devices,MacBook,Apple,Apple MacBook Air 13.6'' M2 8-CPU 8-GPU 8/256GB Silver - MLXY3 (New),1,129500,129500.0,Devices
S-01-12-2023-274169,Ismail - 250,M.Plaza,22936,Speaker / Headphone,Wireless Headphone,OnePlus,OnePlus Bullets Wireless Z2 ANC - Black,1,3700,3700.0,Sound Tech
S-01-12-2023-274168,Towshik - 245,TS,19940,Speaker / Headphone,Speaker,Oraimo,Oraimo Boom Portable Wireless Speaker OBS-75D,1,5800,5800.0,Sound Tech
S-01-12-2023-274166,Omar - 316,S.Shomvar,22088,Outfits,Phone Screen Protector,K-Doo,KZDOO Anti-Dust Full Glass Film for iPhone 13/13 Pro/14,1,750,750.0,N|A
S-01-12-2023-274164,Shawon - 031,B.City,21264,New Devices,Samsung Mobile,Samsung,Samsung A34 5G 8/128GB Awesome Lime Dual Sim (New),1,29500,29500.0,Devices
S-01-12-2023-274163,Arif - 007,B.City,22880,New Devices,iPhone,Apple,iPhone 15 Pro Max 256GB Natural Titanium Dual Sim (New),1,170500,170500.0,Devices
S-01-12-2023-274162,Mehedi - 191,TS,7700,Outfits,Smart Watch Strap / Belt,,Smart Watch Strap Elegant Leather Loop - 42/44/45/49mm - Prairie Brown,1,550,550.0,N|A
S-01-12-2023-274161,Safayet - 163,B.City,23104,Used Devices,Google Mobile - Used,Google,Google Pixel 5A 5G 6/128GB Green (Used),1,22000,22000.0,N|A
S-01-12-2023-274160,Mehedi - 191,TS,23095,Laptop + iPad Accessories,Keyboard,Coteetci,Coteci Portable Bluetooth Smart Keyboard with Touch Pad - Black,1,2000,2000.0,Smart Tech
S-01-12-2023-274157,Mehedi - 165,B.City,956,Outfits,TAB Screen Protector,,N.G Glass Protector for Tab S6 Lite,1,500,500.0,N|A
S-01-12-2023-274157,Mehedi - 165,B.City,19935,New Devices,Samsung Tab,Samsung,Samsung TAB S6 Lite 2022 4/64GB WiFi Oxford Gray (New) - SM-P613,1,34000,34000.0,Devices
S-01-12-2023-274155,Omar - 316,S.Shomvar,21165,New Devices,Xiaomi Mobile,Xiaomi,Xiaomi Redmi Note 12 4G 8/128GB INT Onyx Gray (New),1,19800,19800.0,Devices
S-01-12-2023-274151,Ashish - 014,TS,21858,New Devices,Nokia Mobile,Nokia,Nokia 6310 Dual Sim - Black,1,6000,6000.0,Devices
S-01-12-2023-274150,Shawon - 031,B.City,7997,Speaker / Headphone,Wireless Headphone,Realme,Realme Buds Wireless 2S - Black,1,2000,2000.0,Sound Tech
S-01-12-2023-274150,Shawon - 031,B.City,5603,Power & Smart Tech,Power Adapter,Google,Google 30W Type-C Charger - Non Authorized (New),1,2500,2500.0,Power Tech
S-01-12-2023-274150,Shawon - 031,B.City,7623,New Devices,Google Mobile,Google,Google Pixel 7 8/128GB Snow (New),1,55500,55500.0,Devices
S-01-12-2023-274149,Safayet - 163,B.City,20687,New Devices,Samsung Mobile,Samsung,Samsung A54 5G 8/128GB Awesome Graphite (New),1,36000,36000.0,Devices
S-01-12-2023-274147,Mahmud - 337,TS,2843,Apple Accessories,Gift Card,Apple,Apple Gift Card $10 - Physical Card,1,1500,1500.0,N|A
S-01-12-2023-274146,Bappy - 336,TS,21222,Outfits,Phone Cover,Xundd,Xundd Bumper Case for Realme 10 Pro+ - Black,1,600,600.0,N|A
S-01-12-2023-274146,Bappy - 336,TS,22489,Outfits,Phone Screen Protector,,UV Glass Protector for realme 10 Pro+,1,500,500.0,N|A
S-01-12-2023-274146,Bappy - 336,TS,23504,New Devices,Realme Mobile,Realme,Realme 10 Pro+ 5G 8/256GB Hyperspace Gold (New),1,33500,33500.0,Devices
S-01-12-2023-274145,Abu Sufian - 183,B.City,21939,New Devices,MacBook,Apple,Apple MacBook Air 13.6'' M2 8-CPU 8-GPU 8/256GB Silver - MLXY3 (New),1,129500,129500.0,Devices
S-01-12-2023-274144,Matin - 209,JFP,22740,New Devices,Oppo Mobile,Oppo,Oppo A78 8/256GB Aqua Green (New),1,26400,26400.0,Devices
S-01-12-2023-274143,Ridwan-319,JFP,22067,Outfits,Phone Cover,K-Doo,KZDOO Guardian Case for iPhone 14 - Black,1,550,550.0,N|A
S-01-12-2023-274143,Ridwan-319,JFP,7026,New Devices,iPhone,Apple,iPhone 14 128GB Midnight e-Sim (New),1,95000,95000.0,Devices
S-01-12-2023-274142,Ashish - 014,TS,912,Apple Accessories,Data Cable,Apple,Apple USB-C to Lightning Cable 1m - Non Authorized (New),1,1600,1600.0,Power Tech
S-01-12-2023-274142,Ashish - 014,TS,569,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 3Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274141,Ayan - 119,B.City,7279,Power & Smart Tech,Power Adapter,Samsung,Samsung 45W USB C Wall Charger With Type C Cable 3pin - 5A/1.8M - Black,1,3900,3900.0,Power Tech
S-01-12-2023-274141,Ayan - 119,B.City,19852,New Devices,Samsung Mobile,Samsung,Samsung S23 Ultra 5G 12/256GB Phantom Black Dual Sim SD (New),1,107000,107000.0,Devices
S-01-12-2023-274140,Matin - 209,JFP,3101,Smart Watch,Smart Watch,Samsung,Samsung Watch4 Classic 46mm - Black - SM-R890 (New),1,22500,22500.0,Smart Watch
S-01-12-2023-274121,Safayet - 163,B.City,897,Apple Accessories,Wireless Charger,Apple,Apple MagSafe Charger (New),1,4500,4500.0,Power Tech
S-01-12-2023-274120,Shawon - 031,B.City,6980,Outfits,Phone Screen Protector,Joyroom,Joyroom Privacy Glass Protector for iPhone 14 Pro Max,1,1000,1000.0,N|A
S-01-12-2023-274119,Munna - 053,JFP,1738,Outfits,Macbook Screen Protector,WiWu,WiWu Screen Protector for MacBook Air/Pro - M1 & Pro - M2 - 13 inch,1,1000,1000.0,N|A
S-01-12-2023-274119,Munna - 053,JFP,23341,Outfits,Phone Screen Protector,Anank,Anank 2.5D Privacy Glass Screen Protector for iPhone 15 Pro Max,1,1000,1000.0,N|A
S-01-12-2023-274119,Munna - 053,JFP,574,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 2Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274119,Munna - 053,JFP,22882,New Devices,iPhone,Apple,iPhone 15 Pro Max 256GB Natural Titanium e-Sim (New),1,170000,170000.0,Devices
S-01-12-2023-274118,Ayan - 119,B.City,23346,Outfits,Phone Camera Protector,Anank,Anank AR Circle Lens Guard for iPhone 15 Pro/15 Pro Max - Black,1,850,850.0,N|A
S-01-12-2023-274118,Ayan - 119,B.City,23341,Outfits,Phone Screen Protector,Anank,Anank 2.5D Privacy Glass Screen Protector for iPhone 15 Pro Max,1,1050,1050.0,N|A
S-01-12-2023-274118,Ayan - 119,B.City,23860,Outfits,Phone Cover,SwitchEasy,SwitchEasy 0.35 Ultra Slim Case for iPhone 15 Pro Max - Transparent Black,1,1000,1000.0,N|A
S-01-12-2023-274117,Arif - 007,B.City,23526,Outfits,Phone Cover,Jmgokit,JMGOKIT Matte Acrylic Hard Case with MagSafe for iPhone 15 Pro - Gray,1,850,850.0,N|A
S-01-12-2023-274116,Towshik - 245,TS,21291,Outfits,iPad Screen Protector,WiWu,WiWu Paperlike Screen Protector for iPad 10.2 inch,1,1000,1000.0,N|A
S-01-12-2023-274115,Mehedi - 165,B.City,23261,Outfits,Phone Cover,,Spigen Ultra Hybrid Case for Galaxy S23 Ultra - OEM - Crystal Clear,1,880,880.0,N|A
S-01-12-2023-274115,Mehedi - 165,B.City,1393,Power & Smart Tech,Power Adapter,Samsung,Samsung 25W USB C Wall Charger 3Pin - Black,1,2000,2000.0,Power Tech
S-01-12-2023-274115,Mehedi - 165,B.City,19749,New Devices,Samsung Mobile,Samsung,Samsung S23 Ultra 5G 12/256GB Green Dual Sim SD (New),1,107000,107000.0,Devices
S-01-12-2023-274114,Zahid - 217,B.City,5616,Power & Smart Tech,Power Adapter,Anker,Anker PowerPort III 20W Cube,1,1150,1150.0,Power Tech
S-01-12-2023-274114,Zahid - 217,B.City,1024,Used Devices,iPhone - Used,Apple,iPhone 11 64GB Purple e-Sim (Used),1,42000,42000.0,Devices
S-01-12-2023-274107,Omar - 316,S.Shomvar,23260,Outfits,Phone Cover,,Doyers Protective Case with MagSafe for Galaxy S23 Ultra - Purple,1,550,550.0,N|A
S-01-12-2023-274107,Omar - 316,S.Shomvar,19869,Outfits,Phone Screen Protector,kuzoom,Kuzoom UV Glass Protector for Samsung S23 Ultra,1,1000,1000.0,N|A
S-01-12-2023-274107,Omar - 316,S.Shomvar,5860,Power & Smart Tech,Power Adapter,Samsung,Samsung 45W USB C Wall Charger With Type C Cable 2pin - 5A/1.8M - Black,1,3900,3900.0,Power Tech
S-01-12-2023-274107,Omar - 316,S.Shomvar,21695,New Devices,Samsung Mobile,Samsung,Samsung S23 Ultra 5G 8/256GB Phantom Black Dual Sim SD (New),1,101000,101000.0,Devices
S-01-12-2023-274105,Ishmum - 322,TS,314,Apple Accessories,Wired Headphone,Apple,Apple EarPods with 3.5mm Headphone Plug - Non Authorized (New),1,1500,1500.0,Sound Tech
S-01-12-2023-274104,Tanver - 321,TS,21295,New Devices,Xiaomi Mobile,Xiaomi,Xiaomi Redmi Note 12 4G 8/128GB INT Mint Green (New),1,19800,19800.0,Devices
S-01-12-2023-274101,Ashish - 014,TS,22511,Outfits,TAB Cover,Xiaomi,Xiaomi Pad 6 Case Magnetic Double-Sided Protection - Black,1,2200,2200.0,N|A
S-01-12-2023-274101,Ashish - 014,TS,22782,Outfits,TAB Screen Protector,,N.G Glass Protector for Xiaomi Pad 6/6 Pro,1,700,700.0,N|A
S-01-12-2023-274100,Sakib - 334,TS,569,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 3Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274099,Shawon - 031,B.City,912,Apple Accessories,Data Cable,Apple,Apple USB-C to Lightning Cable 1m - Non Authorized (New),1,1600,1600.0,Power Tech
S-01-12-2023-274099,Shawon - 031,B.City,574,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 2Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274097,Azizul - 223,TS,4511,Power & Smart Tech,Wireless Charger,WiWu,WiWU Power Air 3 in 1 Desktop Wireless Charger Mobile Phone Stand 15W,1,2600,2600.0,Power Tech
S-01-12-2023-274096,Ridwan-319,JFP,2573,Outfits,Polly / Sticker,,Clear Polly (7''),1,300,300.0,N|A
S-01-12-2023-274096,Ridwan-319,JFP,21359,Outfits,Phone Cover,Xundd,Xundd Bumper Case for Galaxy S23,1,600,600.0,N|A
S-01-12-2023-274096,Ridwan-319,JFP,20920,New Devices,Samsung Mobile,Samsung,Samsung S23 5G 8/256GB Phantom Black Dual Sim SD (New),1,81000,81000.0,Devices
S-01-12-2023-274096,Ridwan-319,JFP,5358,Power & Smart Tech,Power Adapter,Samsung,Samsung 25W USB-C Wall Charger 2Pin - Black,1,2000,2000.0,Power Tech
S-01-12-2023-274095,Abu Sufian - 183,B.City,21228,New Devices,Samsung Mobile,Samsung,Samsung A54 5G 8/128GB Awesome Lime (New),1,36000,36000.0,Devices
S-01-12-2023-274095,Abu Sufian - 183,B.City,21738,Outfits,Phone Cover,Xundd,Xundd Bumper Case for Galaxy A54,1,600,600.0,N|A
S-01-12-2023-274094,Mehedi - 191,TS,21469,Smart Watch,Smart Watch,Xiaomi,Mi Smart Band 8 - Black,2,4150,8300.0,Smart Watch
S-01-12-2023-274093,Arif - 007,B.City,23338,Outfits,Phone Screen Protector,Anank,Anank 2.5D Anti-Blue Glass Screen Protector for iPhone 15 Pro Max,1,1200,1200.0,N|A
S-01-12-2023-274093,Arif - 007,B.City,23817,Outfits,Phone Camera Protector,kuzoom,Kuzoom Lens Protector for iPhone 15 Pro / 15 Pro Max - Natural,1,700,700.0,N|A
S-01-12-2023-274093,Arif - 007,B.City,22808,Outfits,Phone Cover,Momax,Momax CaseForm PLAY Magnetic Case for iPhone 15 Pro Max - Transparent,1,1500,1500.0,N|A
S-01-12-2023-274093,Arif - 007,B.City,574,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 2Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274093,Arif - 007,B.City,22882,New Devices,iPhone,Apple,iPhone 15 Pro Max 256GB Natural Titanium e-Sim (New),1,170500,170500.0,Devices
S-01-12-2023-274091,Mehedi - 191,TS,243,Speaker / Headphone,Airpods / Buds / Dots,Joyroom,Joyroom JR-T03S Pro TWS,1,3000,3000.0,Sound Tech
S-01-12-2023-274090,Ishmum - 322,TS,21503,Power & Smart Tech,Casting Device,Xiaomi,Xiaomi TV Box S 2nd Gen 4K,1,5750,5750.0,Smart Tech
S-01-12-2023-274088,Zahid - 217,B.City,574,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 2Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274086,Munna - 053,JFP,22400,Power & Smart Tech,Data Cable,Google,Google 30w Data Cable Type-C to Type-C - White - Non Authorized (New),1,700,700.0,Power Tech
S-01-12-2023-274086,Munna - 053,JFP,19858,Power & Smart Tech,Power Adapter,Anker,Anker 511 Charger Nano 3 - 30W - White,1,1650,1650.0,Power Tech
S-01-12-2023-274086,Munna - 053,JFP,23104,Used Devices,Google Mobile - Used,Google,Google Pixel 5A 5G 6/128GB Green (Used),1,22000,22000.0,N|A
S-01-12-2023-274083,Shawon - 031,B.City,23824,Outfits,iPad Cover,WiWu,WiWU Classic II Case for iPad - 10.9/11 inch - Black,1,1800,1800.0,N|A
S-01-12-2023-274083,Shawon - 031,B.City,23830,Outfits,iPad Screen Protector,WiWu,WiWu iVista Super Hardness Glass for iPad 10.9/11 inch,1,1500,1500.0,N|A
S-01-12-2023-274083,Shawon - 031,B.City,22945,Apple Accessories,Wired Headphone,Apple,Apple EarPods with Type-C Connector - Apple Authorized (New),1,3200,3200.0,Sound Tech
S-01-12-2023-274083,Shawon - 031,B.City,22606,Laptop + iPad Accessories,Stylus/Pencil,Anker,Anker Pencil Capacitive Stylus Pen A7139 - White,1,2300,2300.0,Smart Tech
S-01-12-2023-274083,Shawon - 031,B.City,19328,New Devices,iPad,Apple,iPad Pro M2 11 128GB WiFi+Cellular Space Gray (New),1,113000,113000.0,Devices
S-01-12-2023-274082,Safayet - 163,B.City,7288,Apple Accessories,Smart Watch,Apple,Apple Watch Series 8 41mm Midnight (New),1,38000,38000.0,Smart Watch
S-01-12-2023-274080,Mehedi - 165,B.City,23831,Outfits,Macbook Cover,WiWu,WiWU Keyboard Protector for MacBook - Air 13.3inch 2020,1,750,750.0,N|A
S-01-12-2023-274080,Mehedi - 165,B.City,19887,Outfits,BagPack and Pouch,WiWu,WiWu Pilot Laptop Sleeve for Macbook Pro 13 inch - Gray,1,1450,1450.0,N|A
S-01-12-2023-274080,Mehedi - 165,B.City,331,New Devices,MacBook,Apple,Apple MacBook Air 13 M1 8-CPU 7-GPU 8/256GB Space Gray - MGN63 (New),1,100000,100000.0,Devices
S-01-12-2023-274078,Ismail - 250,M.Plaza,23893,Outfits,Phone Cover,HDD,HDD HBC-167 Granada Series MagSafe Case for Galaxy S23 Ultra - Brown,1,1250,1250.0,N|A
S-01-12-2023-274077,Mehedi - 191,TS,3729,Speaker / Headphone,Airpods / Buds / Dots,OnePlus,OnePlus Buds Z2 - Black,1,5500,5500.0,Sound Tech
S-01-12-2023-274077,Mehedi - 191,TS,4386,Outfits,Airpods Case,,Silicon Case for Oneplus Buds Z2 Black,1,300,300.0,N|A
S-01-12-2023-274076,Rocon - 182,Rupayan L.Tower,21846,Outfits,BagPack and Pouch,WiWu,WiWu Minimalist Laptop Bag for Macbook Pro / Air 14 inch - Gray,1,1400,1400.0,N|A
S-01-12-2023-274075,Safayet - 163,B.City,22110,Outfits,iPad Cover,Levelo,Levelo Leather Flip Case for iPad 12.9 inch - Night Green,1,2000,2000.0,N|A
S-01-12-2023-274074,Mehedi - 191,TS,2843,Apple Accessories,Gift Card,Apple,Apple Gift Card $10 - Physical Card,2,1500,3000.0,N|A
S-01-12-2023-274073,Abu Sufian - 183,B.City,20174,Outfits,Phone Screen Protector,Mohave,Mohave Premium Screen Protector film with Installation Box for Galaxy S22 Ultra/ S23 Ultra,1,1500,1500.0,N|A
S-01-12-2023-274073,Abu Sufian - 183,B.City,19858,Power & Smart Tech,Power Adapter,Anker,Anker 511 Charger Nano 3 - 30W - White,1,1650,1650.0,Power Tech
S-01-12-2023-274073,Abu Sufian - 183,B.City,20054,New Devices,Samsung Mobile,Samsung,Samsung S23 Ultra 5G 8/256GB Lavender Dual Sim SD (New),1,101000,101000.0,Devices
S-01-12-2023-274071,Jubayer-313,JFP,22834,New Devices,Laptop,HP,Hp Victus fb1013dx 15.6 AMD R5 7535HS NVIDIA RTX 2050 8/512GB - Black (New),1,92500,92500.0,N|A
S-01-12-2023-274068,Juel - 317,M.Plaza,21914,Outfits,Phone Screen Protector,,5D Glass for Samsung A34/A24,1,400,400.0,N|A
S-01-12-2023-274067,Juel - 317,M.Plaza,574,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 2Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274067,Juel - 317,M.Plaza,23341,Outfits,Phone Screen Protector,Anank,Anank 2.5D Privacy Glass Screen Protector for iPhone 15 Pro Max,1,1100,1100.0,N|A
S-01-12-2023-274065,Tanver - 321,TS,23874,New Devices,Google Mobile,Google,Google Pixel 3 XL 4/64GB Clearly White (New),1,22000,22000.0,Devices
S-01-12-2023-274065,Tanver - 321,TS,3471,Outfits,Phone Screen Protector,,5D Glass for Google Pixel 3XL,1,400,400.0,N|A
S-01-12-2023-274065,Tanver - 321,TS,2573,Outfits,Polly / Sticker,,Clear Polly (7''),1,200,200.0,N|A
S-01-12-2023-274064,Ayan - 119,B.City,23337,Outfits,Phone Screen Protector,Anank,Anank 2.5D Anti-Blue Glass Screen Protector for iPhone 15 Pro,1,1050,1050.0,N|A
S-01-12-2023-274064,Ayan - 119,B.City,23002,Outfits,Phone Cover,SwitchEasy,SwitchEasy MagCrush MagSafe Shockproof Clear Case for iPhone 15 Pro - Transparent,1,1600,1600.0,N|A
S-01-12-2023-274062,Juel - 317,M.Plaza,22882,New Devices,iPhone,Apple,iPhone 15 Pro Max 256GB Natural Titanium e-Sim (New),1,170500,170500.0,Devices
S-01-12-2023-274061,Shawon - 031,B.City,23549,Outfits,Phone Cover,Magic mask,Magic Mask Air Bairrer Crystal Case for iPhone 15 - Transparent,1,600,600.0,N|A
S-01-12-2023-274061,Shawon - 031,B.City,23342,Outfits,Phone Screen Protector,Anank,Anank 3D Curved Clear Screen Protector for iPhone 15,1,750,750.0,N|A
S-01-12-2023-274061,Shawon - 031,B.City,574,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 2Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274061,Shawon - 031,B.City,23032,New Devices,iPhone,Apple,iPhone 15 128GB Green Dual Sim (New),1,112000,112000.0,Devices
S-01-12-2023-274060,Abu Sufian - 183,B.City,23664,Outfits,Phone Cover,,AirPocket Protective Case for iPhone 15 Pro Max - Deep Blue,1,850,850.0,N|A
S-01-12-2023-274060,Abu Sufian - 183,B.City,574,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 2Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274060,Abu Sufian - 183,B.City,23346,Outfits,Phone Camera Protector,Anank,Anank AR Circle Lens Guard for iPhone 15 Pro/15 Pro Max - Black,1,850,850.0,N|A
S-01-12-2023-274060,Abu Sufian - 183,B.City,23338,Outfits,Phone Screen Protector,Anank,Anank 2.5D Anti-Blue Glass Screen Protector for iPhone 15 Pro Max,1,1050,1050.0,N|A
S-01-12-2023-274059,Safayet - 163,B.City,23338,Outfits,Phone Screen Protector,Anank,Anank 2.5D Anti-Blue Glass Screen Protector for iPhone 15 Pro Max,1,1100,1100.0,N|A
S-01-12-2023-274058,Shawon - 031,B.City,4686,Speaker / Headphone,Wireless Headphone,Anker,Anker Soundcore R500 Bluetooth Headset - Blue,1,2000,2000.0,Sound Tech
S-01-12-2023-274054,Zahid - 217,B.City,23345,Outfits,Phone Camera Protector,Anank,Anank AR Circle Lens Guard for iPhone 15 Pro/15 Pro Max - Blue,1,850,850.0,N|A
S-01-12-2023-274054,Zahid - 217,B.City,23635,Outfits,Phone Cover,,Silicone Case With MagSafe for iPhone 15 Pro - Guava,1,1200,1200.0,N|A
S-01-12-2023-274054,Zahid - 217,B.City,23337,Outfits,Phone Screen Protector,Anank,Anank 2.5D Anti-Blue Glass Screen Protector for iPhone 15 Pro,1,1050,1050.0,N|A
S-01-12-2023-274054,Zahid - 217,B.City,574,Apple Accessories,Power Adapter,Apple,Apple 20W USB-C Power Adapter 2Pin (New),1,3000,3000.0,Power Tech
S-01-12-2023-274053,Ayan - 119,B.City,23817,Outfits,Phone Camera Protector,kuzoom,Kuzoom Lens Protector for iPhone 15 Pro / 15 Pro Max - Natural,1,800,800.0,N|A
